-5.9120265,43.5316318,14/11/2021 12:00:20
-5.9119856,43.5316532,14/11/2021 12:00:25
-5.9119568,43.5316425,14/11/2021 12:00:31
-5.9119333,43.5316303,14/11/2021 12:00:36
-5.9119072,43.5316114,14/11/2021 12:00:41
-5.9118743,43.5316323,14/11/2021 12:00:46
-5.9118468,43.5316547,14/11/2021 12:00:50
-5.9118119,43.5316707,14/11/2021 12:00:55
-5.9117737,43.5316848,14/11/2021 12:00:59
-5.9117368,43.5317008,14/11/2021 12:01:04
-5.9116993,43.5317179,14/11/2021 12:01:09
-5.9116624,43.5317315,14/11/2021 12:01:13
-5.9116262,43.5317397,14/11/2021 12:01:18
-5.9115799,43.5317587,14/11/2021 12:01:22
-5.9115505,43.5317584,14/11/2021 12:01:27
-5.911513,43.5317603,14/11/2021 12:01:32
-5.9114794,43.5317871,14/11/2021 12:01:37
-5.9114513,43.5318133,14/11/2021 12:01:42
-5.9114224,43.5318366,14/11/2021 12:01:46
-5.9113927,43.5318606,14/11/2021 12:01:51
-5.9113612,43.5318844,14/11/2021 12:01:56
-5.9113283,43.5319053,14/11/2021 12:02:01
-5.9112968,43.5319291,14/11/2021 12:02:04
-5.9112519,43.5319359,14/11/2021 12:02:09
-5.9112157,43.5319345,14/11/2021 12:02:14
-5.9111834,43.5319315,14/11/2021 12:02:19
-5.9111546,43.5319179,14/11/2021 12:02:23
-5.9111244,43.5319004,14/11/2021 12:02:28
-5.9110969,43.5318839,14/11/2021 12:02:33
-5.9110654,43.5318679,14/11/2021 12:02:38
-5.9110292,43.5318751,14/11/2021 12:02:42
-5.910999,43.531897,14/11/2021 12:02:47
-5.9109635,43.5319194,14/11/2021 12:02:52
-5.9109338,43.531944,14/11/2021 12:02:56
-5.9109043,43.5319688,14/11/2021 12:03:00
-5.9108695,43.5319873,14/11/2021 12:03:05
-5.9108334,43.5319867,14/11/2021 12:03:09
-5.9108026,43.5320008,14/11/2021 12:03:14
-5.9107831,43.5320222,14/11/2021 12:03:19
-5.9107509,43.5320422,14/11/2021 12:03:24
-5.9107121,43.5320509,14/11/2021 12:03:29
-5.9106738,43.5320592,14/11/2021 12:03:33
-5.9106352,43.5320739,14/11/2021 12:03:36
-5.9106191,43.5321036,14/11/2021 12:03:40
-5.9105949,43.5321332,14/11/2021 12:03:44
-5.9105654,43.5321483,14/11/2021 12:03:49
-5.9105484,43.532178,14/11/2021 12:03:53
-5.9105312,43.5322004,14/11/2021 12:03:58
-5.910503,43.5322223,14/11/2021 12:04:03
-5.9104715,43.5322418,14/11/2021 12:04:09
-5.910442,43.5322646,14/11/2021 12:04:14
-5.9104064,43.5322792,14/11/2021 12:04:20
-5.9103702,43.5322738,14/11/2021 12:04:24
-5.9103548,43.5322583,14/11/2021 12:04:28
-5.9103414,43.5322437,14/11/2021 12:04:32
-5.91033,43.5322296,14/11/2021 12:04:36
-5.9103206,43.532214,14/11/2021 12:04:40
-5.9103119,43.532198,14/11/2021 12:04:45
-5.9103092,43.5321834,14/11/2021 12:04:50
-5.9103018,43.5321611,14/11/2021 12:04:54
-5.9103092,43.5321426,14/11/2021 12:04:59
-5.910326,43.5321304,14/11/2021 12:05:04
-5.9103441,43.5321154,14/11/2021 12:05:10
-5.9103655,43.5320998,14/11/2021 12:05:15
-5.910389,43.532094,14/11/2021 12:05:20
-5.9104132,43.5320898,14/11/2021 12:05:24
-5.9097197,43.5336871,15/11/2021 10:20:20
-5.9097036,43.5337318,15/11/2021 10:20:28
-5.9096768,43.5337755,15/11/2021 10:20:33
-5.9096567,43.533828,15/11/2021 10:20:38
-5.9096983,43.533864,15/11/2021 10:20:42
-5.9097479,43.5338874,15/11/2021 10:20:46
-5.9098069,43.5339078,15/11/2021 10:20:50
-5.9098605,43.5339262,15/11/2021 10:20:55
-5.9099048,43.5339437,15/11/2021 10:21:00
-5.9099625,43.5339651,15/11/2021 10:21:04
-5.9100282,43.5339875,15/11/2021 10:21:09
-5.9100858,43.5340069,15/11/2021 10:21:14
-5.9101489,43.5340342,15/11/2021 10:21:19
-5.9101972,43.5340653,15/11/2021 10:21:22
-5.9102441,43.5340974,15/11/2021 10:21:26
-5.9102696,43.5341411,15/11/2021 10:21:30
-5.9103085,43.534181,15/11/2021 10:21:34
-5.9103433,43.5342179,15/11/2021 10:21:38
-5.9103769,43.5342471,15/11/2021 10:21:42
-5.9104104,43.5342675,15/11/2021 10:21:46
-5.9104506,43.5342928,15/11/2021 10:21:50
-5.9104319,43.5343375,15/11/2021 10:21:54
-5.9074988,43.5380622,16/11/2021 14:42:31
-5.9074559,43.5380657,16/11/2021 14:42:35
-5.9074398,43.5380987,16/11/2021 14:42:40
-5.9074036,43.5381225,16/11/2021 14:42:45
-5.9073553,43.5381493,16/11/2021 14:42:50
-5.9073144,43.5381799,16/11/2021 14:42:55
-5.9072782,43.5381536,16/11/2021 14:42:59
-5.9072433,43.5381254,16/11/2021 14:43:04
-5.9072098,43.5380953,16/11/2021 14:43:09
-5.9071696,43.5380768,16/11/2021 14:43:14
-5.9070945,43.5380817,16/11/2021 14:43:18
-5.9070502,43.5380632,16/11/2021 14:43:22
-5.9070368,43.5380273,16/11/2021 14:43:27
-5.9069979,43.5379913,16/11/2021 14:43:31
-5.9069496,43.537967,16/11/2021 14:43:36
-5.9068692,43.5379543,16/11/2021 14:43:40
-5.9068101,43.537932,16/11/2021 14:43:45
-5.906804,43.5378933,16/11/2021 14:43:50
-5.9068107,43.5378525,16/11/2021 14:43:54
-5.906804,43.5378077,16/11/2021 14:43:58
-5.9068067,43.5377757,16/11/2021 14:44:02
-5.9068072,43.5377403,16/11/2021 14:44:07
-5.9068179,43.5377062,16/11/2021 14:44:12
-5.9068233,43.5376732,16/11/2021 14:44:17
-5.9068059,43.537644,16/11/2021 14:44:22
-5.9067415,43.537644,16/11/2021 14:44:26
-5.9066946,43.537645,16/11/2021 14:44:31
-5.9066302,43.5376499,16/11/2021 14:44:36
-5.9065819,43.5376547,16/11/2021 14:44:41
-5.9065363,43.537646,16/11/2021 14:44:45
-5.9065001,43.5376256,16/11/2021 14:44:50
-5.90648,43.5375974,16/11/2021 14:44:55
-5.906429,43.5375828,16/11/2021 14:45:00
-5.906366,43.5375838,16/11/2021 14:45:04
-5.906311,43.5375886,16/11/2021 14:45:09
-5.9062493,43.5375906,16/11/2021 14:45:13
-5.906201,43.5375857,16/11/2021 14:45:18
-5.906138,43.5375808,16/11/2021 14:45:23
-5.9060817,43.5375828,16/11/2021 14:45:28
-5.906028,43.5375867,16/11/2021 14:45:33
-5.905973,43.5375886,16/11/2021 14:45:38
-5.9059127,43.5375915,16/11/2021 14:45:42
-5.905851,43.5375886,16/11/2021 14:45:47
-5.9057947,43.5375906,16/11/2021 14:45:52
-5.9057397,43.5375915,16/11/2021 14:45:57
-5.905682,43.5375847,16/11/2021 14:46:01
-5.9056257,43.5375828,16/11/2021 14:46:06
-5.9055707,43.5375818,16/11/2021 14:46:11
-5.9055211,43.5375838,16/11/2021 14:46:16
-5.9054768,43.5375886,16/11/2021 14:46:20
-5.9054286,43.5375867,16/11/2021 14:46:25
-5.9053776,43.5375789,16/11/2021 14:46:30
-5.9053092,43.5375799,16/11/2021 14:46:35
-5.9052703,43.5375993,16/11/2021 14:46:39
-5.9052234,43.5376022,16/11/2021 14:46:44
-5.9051737,43.5376042,16/11/2021 14:46:49
-5.9051268,43.5376061,16/11/2021 14:46:54
-5.9050799,43.5376081,16/11/2021 14:46:59
-5.9050383,43.5376353,16/11/2021 14:47:04
-5.9050235,43.5376878,16/11/2021 14:47:09
-5.9050142,43.5377403,16/11/2021 14:47:14
-5.9049918,43.5377926,16/11/2021 14:47:19
-5.904973,43.5378519,16/11/2021 14:47:24
-5.9049542,43.5379034,16/11/2021 14:47:28
-5.9049073,43.5379491,16/11/2021 14:47:33
-5.9048483,43.5379481,16/11/2021 14:47:38
-5.9047758,43.5379394,16/11/2021 14:47:43
-5.9047061,43.5379316,16/11/2021 14:47:48
-5.9046417,43.5379248,16/11/2021 14:47:52
-5.9045787,43.5379219,16/11/2021 14:47:56
-5.904521,43.5379102,16/11/2021 14:48:00
-5.9044647,43.5379034,16/11/2021 14:48:05
-5.904399,43.5378966,16/11/2021 14:48:10
-5.9043252,43.5379024,16/11/2021 14:48:15
-5.9042649,43.5379005,16/11/2021 14:48:19
-5.9042153,43.5378966,16/11/2021 14:48:24
-5.904175,43.5378849,16/11/2021 14:48:29
-5.9041522,43.537916,16/11/2021 14:48:33
-5.9041281,43.5379617,16/11/2021 14:48:38
-5.9040919,43.5379948,16/11/2021 14:48:43
-5.9040584,43.5380366,16/11/2021 14:48:48
-5.9040329,43.5380852,16/11/2021 14:48:52
-5.9040101,43.5381338,16/11/2021 14:48:57
-5.9039833,43.5381834,16/11/2021 14:49:02
-5.8574839,43.3588351,17/11/2021 17:30:02
-5.8575214,43.3588351,17/11/2021 17:30:06
-5.8575248,43.3588136,17/11/2021 17:30:11
-5.8575241,43.3587897,17/11/2021 17:30:16
-5.8575208,43.35876,17/11/2021 17:30:21
-5.8575154,43.3587381,17/11/2021 17:30:25
-5.8575053,43.3587142,17/11/2021 17:30:30
-5.8574651,43.3587132,17/11/2021 17:30:35
-5.8574175,43.3587108,17/11/2021 17:30:40
-5.8573726,43.3587093,17/11/2021 17:30:44
-5.857333,43.358701,17/11/2021 17:30:49
